food_item_uid,food_item_name,restaurant_food_item_description,food_item_image_url,food_item_type,actual_price_r,old_price_s,old_price_l,actual_price_r,actual_price_s,actual-price_l,food_item_category,food_item_parent_category,restaurant_food_item_speciality,restaurant_food_item_availability,AddOns,isAddOns,isCustomizers
MIG347,Mix Veg,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,149,,,149,,,INDIAN - VEG,INDIAN,,TRUE,FALSE,,FALSE
PAA197,Paneer Butter Masala,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,179,,,179,,,INDIAN - VEG,INDIAN,,TRUE,FALSE,,FALSE
MUA571,Mushroom Chatpata,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,189,,,189,,,INDIAN - VEG,INDIAN,,TRUE,FALSE,,FALSE
MUA864,Mushroom Stuff Masala,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,189,,,189,,,INDIAN - VEG,INDIAN,,TRUE,FALSE,,FALSE
VEI419,Veg Jhal Freji,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,189,,,189,,,INDIAN - VEG,INDIAN,,TRUE,FALSE,,FALSE
CHA689,Chicken Butter Masala,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,249,,,249,,,INDIAN - NON-VEG,INDIAN,,TRUE,FALSE,,FALSE
CHA679,Chicken Do Pyaza,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,219,,,219,,,INDIAN - NON-VEG,INDIAN,,TRUE,FALSE,,FALSE
KAN863,Kadai Chicken,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,229,,,229,,,INDIAN - NON-VEG,INDIAN,,TRUE,FALSE,,FALSE
CHA885,Chicken Patiala,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,299,,,299,,,INDIAN - NON-VEG,INDIAN,,TRUE,FALSE,,FALSE
STE944,Steam Rice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,69,,,69,,,RICE,RICE,,TRUE,FALSE,,FALSE
LEE714,Lemon Rice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,79,,,79,,,RICE,RICE,,TRUE,FALSE,,FALSE
JEE322,Jeera Rice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,89,,,89,,,RICE,RICE,,TRUE,FALSE,,FALSE
CHI189,Chapati,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,19,,,19,,,ROTI,ROTI | ROLLS,,TRUE,FALSE,,FALSE
PAA397,Paratha,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,39,,,39,,,ROTI,ROTI | ROLLS,,TRUE,FALSE,,FALSE
LAA936,Lachha Paratha,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,49,,,49,,,ROTI,ROTI | ROLLS,,TRUE,FALSE,,FALSE
CHS951,Chicken Rolls,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,149,,,149,,,ROLLS,ROTI | ROLLS,,TRUE,FALSE,,FALSE
SP)682,Spring Rolls (Veg),Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,99,,,99,,,ROLLS,ROTI | ROLLS,,TRUE,FALSE,,FALSE
SP)320,Spring Rolls (Non-Veg),Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,129,,,129,,,ROLLS,ROTI | ROLLS,,,,,
HEN529,Herb Rice with Grilled Chicken,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,329,,,329,,,THAI,THAI,,TRUE,FALSE,,FALSE
THD518,Thai Curry Green / Thai Curry Red,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,349,,,349,,,THAI,THAI,,TRUE,FALSE,,FALSE
REI261,Regular Chai,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,30,,,30,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
ELI703,Elaichi Chai,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,40,,,40,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
ADI763,Adrak Chai,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,40,,,40,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
CRA785,Crimson Red Tea,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,50,,,50,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
CIA792,Citrus Tea,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,45,,,45,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
GRA487,Green Tea,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,50,,,50,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
JAA299,Jaggery Tea,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,50,,,50,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
BAK754,Badam Milk,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,139,,,139,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
CIA792,Cinnamon Tea,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,50,,,50,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
DAA500,Darjeeling Tea,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,70,,,70,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
MAA618,Mad Mugs Signature Tea,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,75,,,75,,,CHAI,CHAI & COFFEE,,TRUE,FALSE,,FALSE
CLE347,Classic Coffee,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,45,,,45,,,COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
CAO336,Cappuccino,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,85,,,85,,,COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
SOR820,South Indian Filter,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,65,,,65,,,COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
VEO141,Velvet Cappuccino,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,90,,,90,,,COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
CAS762,Cappuccino Temptations,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,105,,,105,,,COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
SIE222,Silk Latte,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,135,,,135,,,COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
MOC250,Mocca Magic,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,145,,,145,,,COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
HOE845,Hot Chocolate,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,149,,,149,,,COFFEE,CHAI & COFFEE,,TRUE,FALSE,,FALSE
VEE636,Veg Fried Rice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,199,,,199,,,FRIED RICE,RICE,,TRUE,FALSE,,FALSE
BUE670,Burnt Garlic Rice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,159,,,159,,,FRIED RICE,RICE,,TRUE,FALSE,,FALSE
MIE229,Mix-Veg Fried Rice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,199,,,199,,,FRIED RICE,RICE,,TRUE,FALSE,,FALSE
SHE437,Shezwan-Veg Fried Rice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,219,,,219,,,FRIED RICE,RICE,,TRUE,FALSE,,FALSE
SHE287,Shezwan-NV Fried Rice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,269,,,269,,,FRIED RICE,RICE,,TRUE,FALSE,,FALSE
MIE763,Mix-NV Fried Rice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,255,,,255,,,FRIED RICE,RICE,,TRUE,FALSE,,FALSE
EGE252,Egg Chicken Fried Rice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,249,,,249,,,FRIED RICE,RICE,,TRUE,FALSE,,FALSE
VES722,Veg Hakka Noodles,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,159,,,159,,,NOODLES,NOODLES,,TRUE,FALSE,,FALSE
SHS459,Shezwan Noodles,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,215,,,215,,,NOODLES,NOODLES,,TRUE,FALSE,,FALSE
VES580,Veg Mix Noodles,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,209,,,209,,,NOODLES,NOODLES,,TRUE,FALSE,,FALSE
CHS940,Chilli Garlic Noodles,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,219,,,219,,,NOODLES,NOODLES,,TRUE,FALSE,,FALSE
SHV547,Shezwan Noodles NV,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,269,,,269,,,NOODLES,NOODLES,,TRUE,FALSE,,FALSE
NVS663,NV Mix Noodles,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,255,,,255,,,NOODLES,NOODLES,,TRUE,FALSE,,FALSE
EGS953,Egg Chicken Noodles,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,239,,,239,,,NOODLES,NOODLES,,TRUE,FALSE,,FALSE
CHV804,Chilli Garlic Noodles NV,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,249,,,249,,,NOODLES,NOODLES,,TRUE,FALSE,,FALSE
CHI948,Chicken Dum Briyani,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,199,,,199,,,BIRIYANI,BIRIYANI,,TRUE,FALSE,,FALSE
CHI908,Chicken Muglia Briyani,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,219,,,219,,,BIRIYANI,BIRIYANI,,TRUE,FALSE,,FALSE
FRI126,Fried Chicken Briyani,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,179,,,179,,,BIRIYANI,BIRIYANI,,TRUE,FALSE,,FALSE
MUI182,Mushroom Fried Briyani,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,155,,,155,,,BIRIYANI,BIRIYANI,,TRUE,FALSE,,FALSE
PAI970,Paneer Fried Briyani,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,169,,,169,,,BIRIYANI,BIRIYANI,,TRUE,FALSE,,FALSE
MII540,Mix Veg Fried Briyani,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,159,,,159,,,BIRIYANI,BIRIYANI,,TRUE,FALSE,,FALSE
FRS279,French Fries,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,95,,,95,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
PES419,Peri Peri Fries,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,109,,,109,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
FRT420,French Toast,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,95,,,95,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
SCS598,Scrambled Eggs,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,119,,,119,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
SUP564,Sunny Side Up,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,80,,,80,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
CH 772,Cheese Garlic Bread ,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,149,,,149,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
CH 643,Chicken Popcorn ,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,159,,,159,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
VE 345,Veg Nuggets ,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,149,,,149,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
CH 929,Chicken Nuggets ,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,179,,,179,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
CH 147,Cheese Balls ,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,189,,,189,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
PO 203,Potato Cheese Balls ,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,169,,,169,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
GA 112,Garlic Channa ,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,139,,,139,,,FRIES,QUICK BITES,,TRUE,FALSE,,FALSE
POA140,Poha,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,59,,,59,,,BREAK FAST,QUICK BITES,,TRUE,FALSE,,FALSE
UP 255,Upma ,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,69,,,69,,,BREAK FAST,QUICK BITES,,TRUE,FALSE,,FALSE
TOT440,Toast Butter & Omlet,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,59,,,59,,,BREAK FAST,QUICK BITES,,TRUE,FALSE,,FALSE
BUA462,Bun Maska,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,60,,,60,,,BREAK FAST,QUICK BITES,,TRUE,FALSE,,FALSE
OA 637,Oats Meal ,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,129,,,129,,,BREAK FAST,QUICK BITES,,TRUE,FALSE,,FALSE
AB 164,ABC Juice ,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,89,,,89,,,BREAK FAST,QUICK BITES,,TRUE,FALSE,,FALSE
AME793,Amla Ginger Juice,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,99,,,99,,,BREAK FAST,QUICK BITES,,TRUE,FALSE,,FALSE
MAI664,Maggi,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,79,,,79,,,MAGGIE,QUICK BITES,,TRUE,FALSE,,FALSE
MAI386,Masala Veggie Maggi,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,125,,,125,,,MAGGIE,QUICK BITES,,TRUE,FALSE,,FALSE
EGI747,Egg Maggi,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,109,,,109,,,MAGGIE,QUICK BITES,,TRUE,FALSE,,FALSE
CHI527,Cheesy Corn Maggi,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,119,,,119,,,MAGGIE,QUICK BITES,,TRUE,FALSE,,FALSE
CHI254,Chicken Maggi,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,129,,,129,,,MAGGIE,QUICK BITES,,TRUE,FALSE,,FALSE
MA)913,Mad Mugs SPL (Veg),Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,155,,,155,,,MAGGIE,QUICK BITES,,,,,
MA)879,Mad Mugs SPL (Non-Veg),Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,166,,,166,,,MAGGIE,QUICK BITES,,,,,
WHI974,White Sauce Maggi,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,155,,,155,,,MAGGIE,QUICK BITES,,TRUE,FALSE,,FALSE
ALA738,Alfredo Pasta,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,220,,,220,,,PASTA,LIGHT MEALS,,TRUE,FALSE,,FALSE
CHO280,Chicken Alfredo,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,240,,,240,,,PASTA,LIGHT MEALS,,TRUE,FALSE,,FALSE
RE)455,Red Sauce (Veg),Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,210,,,210,,,PASTA,LIGHT MEALS,,TRUE,FALSE,,FALSE
RE)903,Red Sauce (Non-Veg),Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,230,,,230,,,PASTA,LIGHT MEALS,,,,,
CHE364,Chicken Red Sauce,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,209,,,209,,,PASTA,LIGHT MEALS,,TRUE,FALSE,,FALSE
PIE964,Pink Sauce,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,240,,,240,,,PASTA,LIGHT MEALS,,TRUE,FALSE,,FALSE
CHE520,Chicken Pink Sauce,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,260,,,260,,,PASTA,LIGHT MEALS,,TRUE,FALSE,,FALSE
NUR586,Nutty Peanut Butter,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,139,,,139,,,SANDWICHES,LIGHT MEALS,,TRUE,FALSE,,FALSE
GAT346,Garden Delight,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,149,,,149,,,SANDWICHES,LIGHT MEALS,,TRUE,FALSE,,FALSE
CLD972,Classic Egg Salad,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,129,,,129,,,SANDWICHES,LIGHT MEALS,,TRUE,FALSE,,FALSE
COH310,Corn Cheese Crunch,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,169,,,169,,,SANDWICHES,LIGHT MEALS,,TRUE,FALSE,,FALSE
CHT697,Cheese Veggie Brust,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,159,,,159,,,SANDWICHES,LIGHT MEALS,,TRUE,FALSE,,FALSE
PAD813,Paneer Overloaded,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Vegetarian,189,,,189,,,SANDWICHES,LIGHT MEALS,,TRUE,FALSE,,FALSE
CHN638,Chicken Meltdown,Prepared to delight your taste buds.,https://static.vecteezy.com/system/resources/previews/003/170/825/non_2x/isolated-food-plate-fork-and-spoon-design-free-vector.jpg,Non-Vegetarian,209,,,209,,,SANDWICHES,LIGHT MEALS,,TRUE,FALSE,,FALSE
